13:45	5,56
13:48	5,56
13:51	5,65
13:54	5,44
13:57	5,24
14:01	4,98
14:04	5,31
14:10	5,02
14:12	4,85
14:13	5,04
14:14	5,08
14:15	5,20
14:17	5,05
14:18	5,18
14:19	5,05
14:21	5,19
14:22	5,20
14:23	5,28
14:24	5,29
14:25	5,46
14:26	5,41
14:27	5,57
14:28	5,55
14:30	5,36
14:31	5,78
14:32	5,76
14:33	5,80
14:34	5,81
14:35	5,81
14:36	5,79
14:37	5,76
14:39	5,84
14:40	5,87
14:41	5,83
14:42	5,77
14:43	5,68
14:44	5,60
14:45	5,62
14:46	5,65
14:47	5,68
14:49	5,85
14:51	5,88
14:52	5,68
14:53	5,60
14:54	5,46
14:55	5,42
14:56	5,38
14:57	5,39
14:58	5,41
15:00	5,40
15:02	5,40
15:03	5,41
15:04	5,42
15:05	5,42
15:07	5,41
15:09	5,40
15:10	5,40
15:11	5,39
15:12	5,38
15:13	5,37
15:14	5,37
15:15	5,37
15:18	5,35
15:19	5,34
15:20	5,33
15:21	5,35
15:22	5,35
15:23	5,36
15:24	5,36
15:25	5,39
15:26	5,39
15:27	5,38
15:28	5,39
15:30	5,38
15:53	4,76
