00:05	3234
00:05	2853
00:05	4451
00:05	12608
00:06	1084
00:07	5916
00:15	3994
00:16	2626
00:16	2162
00:16	7495
00:16	1219
00:16	5070
00:16	6351
00:17	667
00:17	1250
00:17	2752
00:17	4403
00:17	9060
00:17	4479
00:17	852
00:18	2230
00:18	817
00:18	1271
00:18	3312
00:19	2798
00:20	1723
00:21	9696
00:21	1481
00:22	1363
00:22	1257
00:22	2849
00:23	1779
00:23	4101
00:25	2897
00:25	1299
00:25	2652
00:27	1296
00:28	1559
00:28	667
00:28	375
00:28	2710
00:30	3315
00:30	4617
00:33	5347
00:34	1939
00:34	4615
00:34	6690
00:34	1011
00:35	6042
00:35	4426
00:35	2967
00:35	4454
00:35	4804
00:35	4090
00:36	3567
00:36	903
00:42	1250
00:42	2706
00:43	2240
01:03	589
01:03	1465
01:03	3459
01:17	979
01:18	1072
01:21	1853
01:21	436
01:22	1467
01:47	782
